rank,canonical_name,total_mentions,variant_count,example_variants,risk_level,sub_weight,source,health_concern
396,hydroxyisohexyl 3-cyclohexene carboxaldehyde,89,1,hydroxyisohexyl 3-cyclohexene carboxaldehyde,,,,
397,ppg-5-ceteth-20,89,1,ppg-5-ceteth-20,,,,
398,aluminum powder (ci 77000),89,1,aluminum powder (ci 77000),,,,
399,cetyl palmitate,88,1,cetyl palmitate,,,,
400,salix alba (willow) bark extract,88,1,salix alba (willow) bark extract,,,,
401,sodium lauroyl lactylate,87,1,sodium lauroyl lactylate,,,,
402,sesamum indicum (sesame) seed oil,87,1,sesamum indicum (sesame) seed oil,,,,
403,ppg-1 trideceth-6,87,1,ppg-1 trideceth-6,,,,
404,glyceryl oleate,87,1,glyceryl oleate,,,,
405,peg-60 hydrogenated castor oil,87,1,peg-60 hydrogenated castor oil,,,,
406,linolenic acid,87,1,linolenic acid,,,,
407,polyvinyl alcohol,86,1,polyvinyl alcohol,,,,
408,methyl anthranilate,86,1,methyl anthranilate,,,,
409,2-oleamido-1,86,1,2-oleamido-1,,,,
410,disodium laureth sulfosuccinate,85,1,disodium laureth sulfosuccinate,,,,
411,sodium acetate,85,1,sodium acetate,,,,
412,c13-14 isoparaffin,85,1,c13-14 isoparaffin,,,,
413,cocamide mipa,85,1,cocamide mipa,,,,
414,tartaric acid,85,1,tartaric acid,,,,
415,3-octadecanediol,85,1,3-octadecanediol,,,,
416,steareth-21,85,1,steareth-21,,,,
417,inositol,85,1,inositol,,,,
418,eucalyptus globulus leaf oil,85,2,eucalyptus globulus leaf oil | eucalyptus globulus leaf oil*,,,,
419,ceramide ap,84,1,ceramide ap,,,,
420,bentonite,84,1,bentonite,,,,
421,isoamyl laurate,84,1,isoamyl laurate,,,,
422,ceresin,83,1,ceresin,,,,
423,chlorella vulgaris extract,83,1,chlorella vulgaris extract,,,,
424,microcrystalline cellulose,83,1,microcrystalline cellulose,,,,
425,zinc gluconate,83,1,zinc gluconate,,,,
426,rosa damascena flower oil,83,2,rosa damascena flower oil | rosa damascena flower oil*,,,,
427,neopentyl glycol diheptanoate,82,1,neopentyl glycol diheptanoate,,,,
428,calendula officinalis flower extract,82,1,calendula officinalis flower extract,,,,
429,polysilicone-15,82,1,polysilicone-15,,,,
430,polyacrylamide,82,1,polyacrylamide,,,,
431,poloxamer 338,82,1,poloxamer 338,,,,
432,zinc pca,82,1,zinc pca,,,,
433,caprylyl/capryl glucoside,81,1,caprylyl/capryl glucoside,,,,
434,diglycerin,81,1,diglycerin,,,,
435,methyl gluceth-20,81,1,methyl gluceth-20,,,,
436,hydrolyzed vegetable protein,81,1,hydrolyzed vegetable protein,,,,
437,methylisothiazolinone,79,1,methylisothiazolinone,,,,
438,adansonia digitata seed oil,79,1,adansonia digitata seed oil,,,,
439,glyceryl undecylenate,79,1,glyceryl undecylenate,,,,
440,microcrystalline wax,78,1,microcrystalline wax,,,,
441,steareth-2,78,1,steareth-2,,,,
442,passiflora edulis seed oil,78,1,passiflora edulis seed oil,,,,
443,vitis vinifera (grape) seed extract,78,1,vitis vinifera (grape) seed extract,,,,
444,scutellaria baicalensis root extract,77,1,scutellaria baicalensis root extract,,,,
445,styrene/acrylates copolymer,76,1,styrene/acrylates copolymer,,,,
446,laminaria digitata extract,76,1,laminaria digitata extract,,,,
447,acer saccharum (sugar maple) extract,75,1,acer saccharum (sugar maple) extract,,,,
448,isodecyl neopentanoate,75,1,isodecyl neopentanoate,,,,
449,c9-12 alkane,75,1,c9-12 alkane,,,,
450,hordeum vulgare (barley) extract/extrait d’orge,75,2,hordeum vulgare (barley) extract/extrait d’orge | hordeum vulgare (barley) extract\\extrait d’orge,,,,
451,leontopodium alpinum extract,74,1,leontopodium alpinum extract,,,,
452,polyglyceryl-3 polyricinoleate,74,1,polyglyceryl-3 polyricinoleate,,,,
453,sodium acrylate/sodium acryloyldimethyl taurate copolymer,74,1,sodium acrylate/sodium acryloyldimethyl taurate copolymer,,,,
454,zinc myristate,74,1,zinc myristate,,,,
455,anise alcohol,74,1,anise alcohol,,,,
456,moringa oleifera seed extract,74,1,moringa oleifera seed extract,,,,
457,t-butyl alcohol,73,1,t-butyl alcohol,,,,
458,dextran,73,1,dextran,,,,
459,peg-7 glyceryl cocoate,73,1,peg-7 glyceryl cocoate,,,,
460,hydroxypropyl starch phosphate,73,1,hydroxypropyl starch phosphate,,,,
461,calcium titanium borosilicate,73,1,calcium titanium borosilicate,,,,
462,hydrogenated styrene/isoprene copolymer,73,1,hydrogenated styrene/isoprene copolymer,,,,
463,trimethylolpropane triisostearate,73,1,trimethylolpropane triisostearate,,,,
464,iron oxides,73,1,iron oxides,,,,
465,ceramide eop,72,1,ceramide eop,,,,
466,biosaccharide gum-1,72,1,biosaccharide gum-1,,,,
467,hydrofluorocarbon 152a,72,1,hydrofluorocarbon 152a,,,,
468,isobutane,72,1,isobutane,,,,
469,sodium cocoyl glutamate,72,1,sodium cocoyl glutamate,,,,
470,trisiloxane,72,1,trisiloxane,,,,
471,tris (tetramethylhydroxypiperidinol) citrate,72,1,tris (tetramethylhydroxypiperidinol) citrate,,,,
472,tris(tetramethylhydroxypiperidinol) citrate,71,1,tris(tetramethylhydroxypiperidinol) citrate,,,,
473,stearalkonium bentonite,71,1,stearalkonium bentonite,,,,
474,bakuchiol,71,1,bakuchiol,,,,
475,solanum melongena (eggplant) fruit extract,71,1,solanum melongena (eggplant) fruit extract,,,,
476,eclipta prostrata extract,71,1,eclipta prostrata extract,,,,
477,hydrogenated coco-glycerides,71,1,hydrogenated coco-glycerides,,,,
478,polyglyceryl-3 methylglucose distearate,71,1,polyglyceryl-3 methylglucose distearate,,,,
479,citrullus lanatus (watermelon) seed oil,70,1,citrullus lanatus (watermelon) seed oil,,,,
480,ethylene/propylene copolymer,70,1,ethylene/propylene copolymer,,,,
481,diethylamino hydroxybenzoyl hexyl benzoate,70,1,diethylamino hydroxybenzoyl hexyl benzoate,,,,
482,sodium acrylates copolymer,70,1,sodium acrylates copolymer,,,,
483,sigesbeckia orientalis (st. paul wort) extract,70,1,sigesbeckia orientalis (st. paul wort) extract,,,,
484,ethylene brassylate,69,1,ethylene brassylate,,,,
485,sodium lauryl sulfoacetate,69,1,sodium lauryl sulfoacetate,,,,
486,ppg-3 benzyl ether myristate,69,1,ppg-3 benzyl ether myristate,,,,
487,glyceryl polymethacrylate,69,1,glyceryl polymethacrylate,,,,
488,chlorhexidine digluconate,68,1,chlorhexidine digluconate,,,,
489,malic acid,68,1,malic acid,,,,
490,magnesium chloride,68,1,magnesium chloride,,,,
491,citrus grandis (grapefruit) peel oil,68,2,citrus grandis (grapefruit) peel oil | citrus grandis (grapefruit) peel oil*,,,,
492,vaccinium angustifolium (blueberry) fruit extract,67,1,vaccinium angustifolium (blueberry) fruit extract,,,,
493,sodium levulinate,67,1,sodium levulinate,,,,
494,bis-behenyl/isostearyl/phytosteryl dimer dilinoleyl dimer dilinoleate,67,1,bis-behenyl/isostearyl/phytosteryl dimer dilinoleyl dimer dilinoleate,,,,
495,oryza sativa (rice) bran wax,67,1,oryza sativa (rice) bran wax,,,,
496,oleic acid,67,1,oleic acid,,,,
497,arachidyl alcohol,67,1,arachidyl alcohol,,,,
498,laureth-23,66,1,laureth-23,,,,
499,linum usitatissimum (linseed) seed oil,66,1,linum usitatissimum (linseed) seed oil,,,,
500,lauric acid,66,1,lauric acid,,,,
501,mannitol,66,1,mannitol,,,,
502,quaternium-95,66,1,quaternium-95,,,,
503,hydroxypropyl methylcellulose,66,1,hydroxypropyl methylcellulose,,,,
504,ethoxydiglycol,65,1,ethoxydiglycol,,,,
505,polyquaternium-11,65,1,polyquaternium-11,,,,
506,laureth-9,65,1,laureth-9,,,,
507,papain,65,1,papain,,,,
508,oryza sativa (rice) bran oil,65,1,oryza sativa (rice) bran oil,,,,
509,polyglyceryl-4 isostearate,65,1,polyglyceryl-4 isostearate,,,,
510,ocimum basilicum (basil) flower/leaf extract,64,1,ocimum basilicum (basil) flower/leaf extract,,,,
511,salvia officinalis (sage) leaf extract,64,1,salvia officinalis (sage) leaf extract,,,,
512,carrageenan,64,1,carrageenan,,,,
513,rosa damascena flower water,64,1,rosa damascena flower water,,,,
514,myristyl alcohol,64,1,myristyl alcohol,,,,
515,galactoarabinan,64,1,galactoarabinan,,,,
516,isopropyl titanium triisostearate,64,1,isopropyl titanium triisostearate,,,,
517,sodium dilauramidoglutamide lysine,64,1,sodium dilauramidoglutamide lysine,,,,
518,propyl gallate,64,1,propyl gallate,,,,
519,glyceryl behenate,63,1,glyceryl behenate,,,,
520,sorbitan sesquiisostearate,63,1,sorbitan sesquiisostearate,,,,
521,peg-40 stearate,63,1,peg-40 stearate,,,,
522,isopropyl isostearate,62,1,isopropyl isostearate,,,,
523,isostearyl neopentanoate,62,1,isostearyl neopentanoate,,,,
524,ethyl vanillin,62,1,ethyl vanillin,,,,
525,polyquaternium-51,62,1,polyquaternium-51,,,,
526,menthoxypropanediol,61,1,menthoxypropanediol,,,,
527,plankton extract,61,1,plankton extract,,,,
528,carica papaya (papaya) fruit extract,61,1,carica papaya (papaya) fruit extract,,,,
529,macrocystis pyrifera (kelp) extract,61,1,macrocystis pyrifera (kelp) extract,,,,
530,bronze powder (ci 77400),61,1,bronze powder (ci 77400),,,,
531,aluminum calcium sodium silicate,61,1,aluminum calcium sodium silicate,,,,
532,simethicone,61,1,simethicone,,,,
533,aluminum dimyristate,61,1,aluminum dimyristate,,,,
534,dihydroxyacetone,61,1,dihydroxyacetone,,,,
535,saccharum officinarum (sugar cane) extract,61,1,saccharum officinarum (sugar cane) extract,,,,
536,diethylhexyl syringylidenemalonate,61,1,diethylhexyl syringylidenemalonate,,,,
537,alpha-glucan oligosaccharide,60,1,alpha-glucan oligosaccharide,,,,
538,hydrogenated starch hydrolysate,60,1,hydrogenated starch hydrolysate,,,,
539,hexyl laurate,60,1,hexyl laurate,,,,
540,copper gluconate,60,1,copper gluconate,,,,
541,hydrogenated poly(c6-14 olefin),60,1,hydrogenated poly(c6-14 olefin),,,,
542,jasminum officinale (jasmine) flower extract,60,1,jasminum officinale (jasmine) flower extract,,,,
543,oenothera biennis (evening primrose) oil,60,2,oenothera biennis (evening primrose) oil | oenothera biennis (evening primrose) oil*,,,,
544,triheptanoin,59,1,triheptanoin,,,,
545,isostearyl isostearate,59,1,isostearyl isostearate,,,,
546,hibiscus sabdariffa flower extract,59,1,hibiscus sabdariffa flower extract,,,,
547,peg-150 distearate,59,1,peg-150 distearate,,,,
548,sodium glycolate,59,1,sodium glycolate,,,,
549,glutamic acid,59,1,glutamic acid,,,,
550,phytosterols,59,1,phytosterols,,,,
551,macadamia ternifolia seed oil,59,1,macadamia ternifolia seed oil,,,,
552,phenylpropanol,58,1,phenylpropanol,,,,
553,barium sulfate,58,1,barium sulfate,,,,
554,acrylamide/sodium acryloyldimethyltaurate copolymer,58,1,acrylamide/sodium acryloyldimethyltaurate copolymer,,,,
555,ethyl acetate,58,1,ethyl acetate,,,,
556,olea europaea (olive) oil,58,2,olea europaea (olive) oil | olea europaea (olive) oil*,,,,
557,hydrolyzed keratin,57,1,hydrolyzed keratin,,,,
558,taurine,57,1,taurine,,,,
559,arachidyl glucoside,57,1,arachidyl glucoside,,,,
560,humulus lupulus (hops) extract,57,1,humulus lupulus (hops) extract,,,,
561,phytosteryl/octyldodecyl lauroyl glutamate,56,1,phytosteryl/octyldodecyl lauroyl glutamate,,,,
562,hydrolyzed silk,56,1,hydrolyzed silk,,,,
563,theobroma grandiflorum seed butter,56,1,theobroma grandiflorum seed butter,,,,
564,tapioca starch,56,1,tapioca starch,,,,
565,sodium lauroyl glutamate,56,1,sodium lauroyl glutamate,,,,
566,copper powder (ci 77400),56,1,copper powder (ci 77400),,,,
567,madecassoside,56,1,madecassoside,,,,
568,inulin,56,1,inulin,,,,
569,octisalate,56,2,octisalate 5% | octisalate 5.0%,,,,
570,melaleuca alternifolia (tea tree) leaf oil,55,1,melaleuca alternifolia (tea tree) leaf oil,,,,
571,bis-peg-18 methyl ether dimethyl silane,55,1,bis-peg-18 methyl ether dimethyl silane,,,,
572,propane,55,1,propane,,,,
573,charcoal powder,55,1,charcoal powder,,,,
574,disodium cocoamphodiacetate,55,1,disodium cocoamphodiacetate,,,,
575,sodium lauryl sulfate,55,1,sodium lauryl sulfate,,,,
576,squalene,55,1,squalene,,,,
577,diphenylsiloxy phenyl trimethicone,55,1,diphenylsiloxy phenyl trimethicone,,,,
578,camelina sativa seed oil,55,1,camelina sativa seed oil,,,,
579,pentaerythrityl tetraethylhexanoate,55,1,pentaerythrityl tetraethylhexanoate,,,,
580,beta-carotene,55,1,beta-carotene,,,,
581,tremella fuciformis sporocarp extract,55,1,tremella fuciformis sporocarp extract,,,,
582,pantethine,55,1,pantethine,,,,
583,medicago sativa (alfalfa) extract,55,2,medicago sativa (alfalfa) extract | medicago sativa (alfalfa) extract*,,,,
584,butane,54,1,butane,,,,
585,hydroxypropyl guar hydroxypropyltrimonium chloride,54,1,hydroxypropyl guar hydroxypropyltrimonium chloride,,,,
586,erythritol,54,1,erythritol,,,,
587,anthemis nobilis flower oil,54,1,anthemis nobilis flower oil,,,,
588,lactobacillus,54,1,lactobacillus,,,,
589,polyglyceryl-10 laurate,54,1,polyglyceryl-10 laurate,,,,
590,lycium barbarum fruit extract,54,1,lycium barbarum fruit extract,,,,
591,hydrogenated polycyclopentadiene,54,1,hydrogenated polycyclopentadiene,,,,
592,c12-13 pareth-3,53,1,c12-13 pareth-3,,,,
593,methylchloroisothiazolinone,53,1,methylchloroisothiazolinone,,,,
594,peg-120 methyl glucose dioleate,53,1,peg-120 methyl glucose dioleate,,,,
595,theobroma cacao (cocoa) extract,53,1,theobroma cacao (cocoa) extract,,,,
596,behenic acid,53,1,behenic acid,,,,
597,oxybenzone,53,1,benzophenone-3,,,,
598,acrylates/octylacrylamide copolymer,53,1,acrylates/octylacrylamide copolymer,,,,
599,butyl acetate,53,1,butyl acetate,,,,
600,citrus paradisi (grapefruit) peel oil,53,2,citrus paradisi (grapefruit) peel oil | citrus paradisi (grapefruit) peel oil*,,,,
601,palmitoyl hexapeptide-12,52,1,palmitoyl hexapeptide-12,,,,
602,ceramide ng,52,1,ceramide ng,,,,
603,lens esculenta (lentil) fruit extract,52,1,lens esculenta (lentil) fruit extract,,,,
604,sorbitan laurate,52,1,sorbitan laurate,,,,
605,ubiquinone,52,1,ubiquinone,,,,
606,vaccinium myrtillus fruit extract,52,1,vaccinium myrtillus fruit extract,,,,
607,cinnamidopropyltrimonium chloride,52,1,cinnamidopropyltrimonium chloride,,,,
608,hydroxyethyl urea,52,1,hydroxyethyl urea,,,,
609,colloidal oatmeal,52,1,colloidal oatmeal,,,,
610,calendula officinalis (calendula) flower extract,52,2,calendula officinalis (calendula) flower extract | calendula officinalis (calendula) flower extract*,,,,
611,laureth-21,51,1,laureth-21,,,,
612,sodium saccharin,51,1,sodium saccharin,,,,
613,macadamia integrifolia seed oil,51,1,macadamia integrifolia seed oil,,,,
614,cystine bis-pg-propyl silanetriol,51,1,cystine bis-pg-propyl silanetriol,,,,
615,octocrylene,51,2,octocrylene | octocrylene 10%,,,,
616,rubus idaeus (raspberry) seed oil,50,1,rubus idaeus (raspberry) seed oil,,,,
617,beta-glucan,50,1,beta-glucan,,,,
618,rubus idaeus (raspberry) fruit extract,50,1,rubus idaeus (raspberry) fruit extract,,,,
619,superoxide dismutase,50,1,superoxide dismutase,,,,
620,zinc oxide (ci 77947),50,1,zinc oxide,,,,
621,saccharomyces/magnesium ferment,50,1,saccharomyces/magnesium ferment,,,,
622,trifolium pratense (clover) flower extract,50,1,trifolium pratense (clover) flower extract,,,,
623,magnesium carbonate,50,1,magnesium carbonate,,,,
624,sodium polyaspartate,50,1,sodium polyaspartate,,,,
625,copernicia cerifera (carnauba) wax/cera carnauba/cire de carnauba,50,1,copernicia cerifera (carnauba) wax/cera carnauba/cire de carnauba,,,,
626,octyldodecyl neopentanoate,50,1,octyldodecyl neopentanoate,,,,
627,cetearyl isononanoate,50,1,cetearyl isononanoate,,,,
628,ethylhexyl stearate,50,1,ethylhexyl stearate,,,,
629,glycine soja (soybean) seed extract,50,1,glycine soja (soybean) seed extract,,,,
630,triticum vulgare (wheat) germ extract,50,1,triticum vulgare (wheat) germ extract,,,,
631,olea europaea (olive) leaf extract,50,1,olea europaea (olive) leaf extract,,,,
632,acetyl tributyl citrate,50,1,acetyl tributyl citrate,,,,
633,beeswax,49,1,beeswax,,,,
634,dextrin palmitate,49,1,dextrin palmitate,,,,
635,coco-caprylate,49,1,coco-caprylate,,,,
636,saccharomyces/copper ferment,49,1,saccharomyces/copper ferment,,,,
637,divinyldimethicone/dimethicone copolymer,49,1,divinyldimethicone/dimethicone copolymer,,,,
638,c12-13 pareth-23,49,1,c12-13 pareth-23,,,,
639,daucus carota sativa (carrot) root extract,49,1,daucus carota sativa (carrot) root extract,,,,
640,gardenia taitensis flower extract,49,1,gardenia taitensis flower extract,,,,
641,red 22 lake (ci 45380),49,1,red 22 lake (ci 45380),,,,
642,polyethylene terephthalate,49,1,polyethylene terephthalate,,,,
643,resveratrol,49,1,resveratrol,,,,
644,paeonia lactiflora root extract,49,1,paeonia lactiflora root extract,,,,
645,potassium phosphate,49,1,potassium phosphate,,,,
646,polyglyceryl-6 polyricinoleate,48,1,polyglyceryl-6 polyricinoleate,,,,
647,ferulic acid,48,1,ferulic acid,,,,
648,camellia oleifera seed oil,48,1,camellia oleifera seed oil,,,,
649,oryza sativa (rice) starch,48,1,oryza sativa (rice) starch,,,,
650,fructose,48,1,fructose,,,,
651,polyglyceryl-10 stearate,48,1,polyglyceryl-10 stearate,,,,
652,terminalia ferdinandiana fruit extract,48,1,terminalia ferdinandiana fruit extract,,,,
653,saccharomyces lysate extract,48,1,saccharomyces lysate extract,,,,
654,nitrocellulose,48,1,nitrocellulose,,,,
655,evernia prunastri (oakmoss) extract,47,1,evernia prunastri (oakmoss) extract,,,,
656,methyl 2-octynoate,47,1,methyl 2-octynoate,,,,
657,ergothioneine,47,1,ergothioneine,,,,
658,saccharomyces/silicon ferment,47,1,saccharomyces/silicon ferment,,,,
659,camellia japonica seed oil,47,1,camellia japonica seed oil,,,,
660,polygonum cuspidatum root extract,47,1,polygonum cuspidatum root extract,,,,
661,dimer dilinoleyl dimer dilinoleate,47,1,dimer dilinoleyl dimer dilinoleate,,,,
662,isostearyl alcohol,47,1,isostearyl alcohol,,,,
663,lactobacillus ferment lysate,47,1,lactobacillus ferment lysate,,,,
664,magnesium gluconate,47,1,magnesium gluconate,,,,
665,citrus limon (lemon) peel extract,46,1,citrus limon (lemon) peel extract,,,,
666,saccharomyces/zinc ferment,46,1,saccharomyces/zinc ferment,,,,
667,bromelain,46,1,bromelain,,,,
668,sodium sulfate,46,1,sodium sulfate,,,,
669,polyglyceryl-6 distearate,46,1,polyglyceryl-6 distearate,,,,
670,caprylic/capric/myristic/stearic triglyceride,46,1,caprylic/capric/myristic/stearic triglyceride,,,,
671,nelumbo nucifera flower extract,46,1,nelumbo nucifera flower extract,,,,
672,pisum sativum (pea) extract,46,1,pisum sativum (pea) extract,,,,
673,polyglyceryl-4 diisostearate/polyhydroxystearate/sebacate,46,1,polyglyceryl-4 diisostearate/polyhydroxystearate/sebacate,,,,
674,polyglyceryl-3 beeswax,46,1,polyglyceryl-3 beeswax,,,,
675,p-anisic acid,46,1,p-anisic acid,,,,
676,peg/ppg-14/7 dimethyl ether,46,1,peg/ppg-14/7 dimethyl ether,,,,
677,niacin,46,1,niacin,,,,
678,brassica alcohol,46,2,brassica alcohol | brassica alcohol*,,,,
679,mentha viridis (spearmint) leaf oil,46,2,mentha viridis (spearmint) leaf oil | mentha viridis (spearmint) leaf oil*,,,,
680,citrus nobilis (mandarin orange) peel oil,45,1,citrus nobilis (mandarin orange) peel oil,,,,
681,lactococcus ferment lysate,45,1,lactococcus ferment lysate,,,,
682,calcium chloride,45,1,calcium chloride,,,,
683,glyceryl acrylate/acrylic acid copolymer,45,1,glyceryl acrylate/acrylic acid copolymer,,,,
684,salvia hispanica seed oil,45,1,salvia hispanica seed oil,,,,
685,litchi chinensis pericarp extract,45,1,litchi chinensis pericarp extract,,,,
686,palmitoyl tripeptide-5,44,1,palmitoyl tripeptide-5,,,,
687,quartz,44,1,quartz,,,,
688,biosaccharide gum-4,44,1,biosaccharide gum-4,,,,
689,hydrolyzed algin,44,1,hydrolyzed algin,,,,
690,saccharomyces/iron ferment,44,1,saccharomyces/iron ferment,,,,
691,keratin,44,1,keratin,,,,
692,crambe abyssinica seed oil,44,1,crambe abyssinica seed oil,,,,
693,phytantriol,44,1,phytantriol,,,,
694,polyglutamic acid,44,1,polyglutamic acid,,,,
695,lavandula hybrida oil,44,1,lavandula hybrida oil,,,,
696,cera microcristallina/microcrystalline wax/cire microcristalline,44,1,cera microcristallina/microcrystalline wax/cire microcristalline,,,,
697,arnica montana flower extract,44,1,arnica montana flower extract,,,,
698,litchi chinensis fruit extract,44,1,litchi chinensis fruit extract,,,,
699,yeast amino acids,44,1,yeast amino acids,,,,
700,pantolactone,43,1,pantolactone,,,,
701,rubus idaeus (raspberry) leaf extract,43,1,rubus idaeus (raspberry) leaf extract,,,,
702,crithmum maritimum extract,43,1,crithmum maritimum extract,,,,
703,wheat amino acids,43,1,wheat amino acids,,,,
704,menthyl lactate,43,1,menthyl lactate,,,,
705,hydrogenated castor oil/sebacic acid copolymer,43,1,hydrogenated castor oil/sebacic acid copolymer,,,,
706,borago officinalis seed oil,43,1,borago officinalis seed oil,,,,
707,glucomannan,43,1,glucomannan,,,,
708,c15-19 alkane,43,1,c15-19 alkane,,,,
709,coffea arabica (coffee) seed extract,43,1,coffea arabica (coffee) seed extract,,,,
710,hypnea musciformis (algae) extract,43,1,hypnea musciformis (algae) extract,,,,
711,asiaticoside,43,1,asiaticoside,,,,
712,bifida ferment lysate,43,1,bifida ferment lysate,,,,
713,chrysanthemum parthenium (feverfew) extract,43,1,chrysanthemum parthenium (feverfew) extract,,,,
714,safflower glucoside,43,1,safflower glucoside,,,,
715,alaria esculenta extract,42,1,alaria esculenta extract,,,,
716,mandelic acid,42,1,mandelic acid,,,,
717,iodopropynyl butylcarbamate,42,1,iodopropynyl butylcarbamate,,,,
718,zeolite,42,1,zeolite,,,,
719,lysine,42,1,lysine,,,,
720,candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,42,1,candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,,,,
721,ananas sativus (pineapple) fruit extract,42,1,ananas sativus (pineapple) fruit extract,,,,
722,hippophae rhamnoides oil,42,1,hippophae rhamnoides oil,,,,
723,vitis vinifera (grape) fruit extract,42,1,vitis vinifera (grape) fruit extract,,,,
724,styrene/acrylates/ammonium methacrylate copolymer,42,1,styrene/acrylates/ammonium methacrylate copolymer,,,,
725,oryza sativa (rice) seed protein,42,1,oryza sativa (rice) seed protein,,,,
726,creatine,42,1,creatine,,,,
727,sodium bicarbonate,42,1,sodium bicarbonate,,,,
728,lavandula angustifolia (lavender) flower/leaf/stem extract,42,1,lavandula angustifolia (lavender) flower/leaf/stem extract,,,,
729,ammonium acryloyldimethyltaurate/beheneth-25 methacrylate crosspolymer,42,1,ammonium acryloyldimethyltaurate/beheneth-25 methacrylate crosspolymer,,,,
730,amaranthus caudatus seed extract,42,1,amaranthus caudatus seed extract,,,,
731,undaria pinnatifida extract,41,1,undaria pinnatifida extract,,,,
732,palmitoyl oligopeptide,41,1,palmitoyl oligopeptide,,,,
733,citrus aurantium dulcis (orange) peel extract,41,1,citrus aurantium dulcis (orange) peel extract,,,,
734,polyglyceryl-4 caprate,41,1,polyglyceryl-4 caprate,,,,
735,acetyl tetrapeptide-3,41,1,acetyl tetrapeptide-3,,,,
736,chondrus crispus (carrageenan) extract,41,1,chondrus crispus (carrageenan) extract,,,,
737,oleth-10,41,1,oleth-10,,,,
738,cocoglycerides,41,1,cocoglycerides,,,,
739,leontopodium alpinum flower/leaf extract,41,1,leontopodium alpinum flower/leaf extract,,,,
740,phytosteryl macadamiate,41,1,phytosteryl macadamiate,,,,
741,ziziphus jujuba fruit extract,41,1,ziziphus jujuba fruit extract,,,,
742,lauryl laurate,40,1,lauryl laurate,,,,
743,sodium formate,40,1,sodium formate,,,,
744,zinc chloride,40,1,zinc chloride,,,,
745,hydrogenated palm glycerides,40,1,hydrogenated palm glycerides,,,,
746,hydrogenated polydicyclopentadiene,40,1,hydrogenated polydicyclopentadiene,,,,
747,malva sylvestris (mallow) extract,40,1,malva sylvestris (mallow) extract,,,,
748,linum usitatissimum (linseed) seed extract,40,1,linum usitatissimum (linseed) seed extract,,,,
749,sambucus nigra fruit extract,40,1,sambucus nigra fruit extract,,,,
750,palmitoyl tripeptide-38,40,1,palmitoyl tripeptide-38,,,,
751,medicago sativa (alfalfa) seed powder,40,1,medicago sativa (alfalfa) seed powder,,,,
752,prunus amygdalus dulcis (sweet almond) seed meal,40,1,prunus amygdalus dulcis (sweet almond) seed meal,,,,
753,tocopheryl succinate,40,1,tocopheryl succinate,,,,
754,linalyl acetate,39,1,linalyl acetate,,,,
755,hydroxypropyl cyclodextrin,39,1,hydroxypropyl cyclodextrin,,,,
756,beeswax/cera alba/cire d’abeille,39,1,beeswax/cera alba/cire d’abeille,,,,
757,montmorillonite,39,1,montmorillonite,,,,
758,brassica campestris (rapeseed) seed oil,39,1,brassica campestris (rapeseed) seed oil,,,,
759,punica granatum flower extract,39,1,punica granatum flower extract,,,,
760,sorbitan palmitate,39,1,sorbitan palmitate,,,,
761,ferric ammonium ferrocyanide),39,1,ferric ammonium ferrocyanide),,,,
762,sucrose stearate,39,1,sucrose stearate,,,,
763,eucalyptus globulus (eucalyptus) leaf oil,39,1,eucalyptus globulus (eucalyptus) leaf oil,,,,
764,quaternium-91,38,1,quaternium-91,,,,
765,salvia hispanica seed extract,38,1,salvia hispanica seed extract,,,,
766,phyllanthus emblica fruit extract,38,1,phyllanthus emblica fruit extract,,,,
767,trideceth-10,38,1,trideceth-10,,,,
768,ci 77266 (carbon black),38,1,black 2 (ci 77266),,,,
769,polyglyceryl-2 diisostearate,38,1,polyglyceryl-2 diisostearate,,,,
770,stearyl stearate,38,1,stearyl stearate,,,,
771,punica granatum extract,38,1,punica granatum extract,,,,
772,sodium metaphosphate,38,1,sodium metaphosphate,,,,
773,c14-22 alcohols,38,1,c14-22 alcohols,,,,
774,glyceryl polyacrylate,38,1,glyceryl polyacrylate,,,,
775,glycolipids,38,1,glycolipids,,,,
776,cera microcristallina (microcrystalline wax),38,1,cera microcristallina (microcrystalline wax),,,,
777,vaccinium macrocarpon (cranberry) fruit extract,38,1,vaccinium macrocarpon (cranberry) fruit extract,,,,
778,palmaria palmata extract,38,1,palmaria palmata extract,,,,
779,glutathione,38,1,glutathione,,,,
780,lactobacillus/portulaca oleracea ferment extract,38,1,lactobacillus/portulaca oleracea ferment extract,,,,
781,rosa hybrid flower extract,38,1,rosa hybrid flower extract,,,,
782,hydrolyzed linseed extract,38,1,hydrolyzed linseed extract,,,,
783,hydroxypropyltrimonium hydrolyzed wheat protein,38,1,hydroxypropyltrimonium hydrolyzed wheat protein,,,,
784,sesamum indicum (sesame) seed powder,38,1,sesamum indicum (sesame) seed powder,,,,
785,citrus aurantium dulcis (orange) oil,37,1,citrus aurantium dulcis (orange) oil,,,,
786,agave tequilana leaf extract,37,1,agave tequilana leaf extract,,,,
787,sodium benzotriazolyl butylphenol sulfonate,37,1,sodium benzotriazolyl butylphenol sulfonate,,,,
788,diisopropyl adipate,37,1,diisopropyl adipate,,,,
789,glycol stearate,37,1,glycol stearate,,,,
790,trideceth-3,37,1,trideceth-3,,,,
